RiskIssueKey,RiskIssueID,ProjectKey,RecordType,RiskTitle,RiskCategory,Probability,Impact,RiskScore,RiskSeverity,Owner,IdentifiedDateKey,DueDateKey,ClosedDateKey,IdentifiedDate,DueDate,ClosedDate,RiskStatus,MitigationStatus,IsCritical,IsOverdue
3762,RI-752-02,752,Risk,Platform release timing may create a mismatch,Dependency,4,1,4,Low,Project Manager,20251129,20260213,,2025-11-29,2026-02-13,,Monitoring,In Progress,0,1
3763,RI-752-03,752,Issue,Interface behavior remains unproven — Resilient Reliability Enablement,Technical,4,5,20,Critical,Product Owner,20260406,20260811,,2026-04-06,2026-08-11,,Open,Not Started,1,0
3764,RI-752-04,752,Risk,Backfill timing creates a capacity gap,Resource,3,4,12,High,Quality Lead,20260218,20260606,,2026-02-18,2026-06-06,,Monitoring,Completed,0,1
3765,RI-752-05,752,Risk,Specialist rate mix is above plan — Resilient Reliability Enablement,Cost,5,2,10,Medium,Finance Partner,20260718,20260811,,2026-07-18,2026-08-11,,Open,In Progress,0,0
3766,RI-752-06,752,Issue,Shared engineer availability may delay delivery — Resilient Reliability Enablement,Resource,3,2,6,Medium,Data Lead,20260420,20260529,,2026-04-20,2026-05-29,,Monitoring,Completed,0,1
3767,RI-753-01,753,Risk,Critical skill coverage is below demand — Resilient Reliability Acceleration,Resource,2,5,10,Medium,Technical Lead,20260512,20260722,,2026-05-12,2026-07-22,,Mitigated,Completed,0,0
3768,RI-753-02,753,Issue,Legacy data quality could require redesign,Technical,2,2,4,Low,Systems Lead,20260617,20260811,,2026-06-17,2026-08-11,,Mitigated,Completed,0,0
3769,RI-753-03,753,Risk,Critical skill coverage is below demand,Resource,4,2,8,Medium,Security Lead,20260615,20260811,,2026-06-15,2026-08-11,,Monitoring,In Progress,0,0
3770,RI-753-04,753,Risk,Critical skill coverage is below demand — Resilient Reliability Acceleration,Resource,2,4,8,Medium,Supplier Manager,20260426,20260727,,2026-04-26,2026-07-27,,Mitigated,Completed,0,0
3771,RI-753-05,753,Risk,Security approval is on the critical path,Dependency,5,4,20,Critical,Release Manager,20260416,20260707,,2026-04-16,2026-07-07,,Open,In Progress,1,1
3772,RI-753-06,753,Risk,Acceptance criteria remain partially ambiguous,Quality,3,4,12,High,Technical Lead,20260418,20260617,,2026-04-18,2026-06-17,,Monitoring,In Progress,0,1
3773,RI-754-01,754,Issue,Customer test access is not yet confirmed — Resilient Reliability Orchestration,Dependency,3,3,9,Medium,Quality Lead,20251224,20260302,,2025-12-24,2026-03-02,,Mitigated,Completed,0,0
3774,RI-754-02,754,Risk,Upstream data contract remains unresolved,Dependency,4,4,16,High,Finance Partner,20251203,20260303,,2025-12-03,2026-03-03,,Mitigated,Completed,0,0
3775,RI-754-03,754,Issue,External interface decision is blocking delivery — Resilient Reliability Orchestration,Dependency,2,2,4,Low,Data Lead,20251206,20260303,,2025-12-06,2026-03-03,,Open,Not Started,0,1
3776,RI-754-04,754,Risk,Contractor transition may reduce throughput — Resilient Reliability Orchestration,Resource,2,5,10,Medium,Project Manager,20260110,20260511,,2026-01-10,2026-05-11,,Monitoring,In Progress,0,1
3777,RI-754-05,754,Issue,Competing portfolio priority constrains staffing,Resource,2,3,6,Medium,Product Owner,20260605,20260722,20260810,2026-06-05,2026-07-22,2026-08-10,Closed,Completed,0,0
3778,RI-754-06,754,Issue,Performance margin may not meet the target,Technical,3,4,12,High,Quality Lead,20260423,20260630,,2026-04-23,2026-06-30,,Mitigated,Completed,0,0
3779,RI-754-07,754,Risk,Supplier lead time threatens the next gate,Schedule,2,3,6,Medium,Finance Partner,20260630,20260811,,2026-06-30,2026-08-11,,Mitigated,Completed,0,0
3780,RI-755-01,755,Risk,Scope clarification may require a budget change,Cost,5,2,10,Medium,Supplier Manager,20260710,20260811,,2026-07-10,2026-08-11,,Mitigated,Completed,0,0
3781,RI-755-02,755,Risk,Performance margin may not meet the target — Resilient Reliability Intelligence,Technical,2,1,2,Low,Release Manager,20260530,20260725,,2026-05-30,2026-07-25,,Mitigated,Completed,0,0
3782,RI-755-03,755,Risk,Competing portfolio priority constrains staffing,Resource,5,4,20,Critical,Technical Lead,20260629,20260811,,2026-06-29,2026-08-11,,Monitoring,In Progress,1,0
3783,RI-755-04,755,Risk,Supplier lead time threatens the next gate,Schedule,4,3,12,High,Systems Lead,20260407,20260605,20260429,2026-04-07,2026-06-05,2026-04-29,Closed,Not Required,0,0
3784,RI-755-05,755,Issue,Competing portfolio priority constrains staffing,Resource,2,2,4,Low,Security Lead,20260210,20260502,20260212,2026-02-10,2026-05-02,2026-02-12,Closed,Completed,0,0
3785,RI-755-06,755,Risk,Late design decision may affect downstream work — Resilient Reliability Intelligence,Schedule,5,2,10,Medium,Supplier Manager,20260717,20260811,,2026-07-17,2026-08-11,,Monitoring,In Progress,0,0
3786,RI-755-07,755,Risk,Late design decision may affect downstream work — Resilient Reliability Intelligence,Schedule,4,2,8,Medium,Release Manager,20260602,20260803,20260619,2026-06-02,2026-08-03,2026-06-19,Closed,Completed,0,0
3787,RI-756-01,756,Risk,Competing portfolio priority constrains staffing — Resilient Controls Modernization,Resource,4,4,16,High,Project Manager,20260725,20260811,,2026-07-25,2026-08-11,,Open,Not Started,0,0
3788,RI-756-02,756,Risk,Specialist rate mix is above plan — Resilient Controls Modernization,Cost,4,2,8,Medium,Product Owner,20260117,20260510,,2026-01-17,2026-05-10,,Mitigated,Completed,0,0
3789,RI-756-03,756,Issue,Upstream data contract remains unresolved — Resilient Controls Modernization,Dependency,4,3,12,High,Quality Lead,20260519,20260727,,2026-05-19,2026-07-27,,Mitigated,Completed,0,0
3790,RI-756-04,756,Risk,Environment parity is not yet demonstrated,Technical,2,4,8,Medium,Finance Partner,20260506,20260722,,2026-05-06,2026-07-22,,Mitigated,Completed,0,0
3791,RI-756-05,756,Issue,Verification evidence is incomplete,Quality,3,3,9,Medium,Data Lead,20260509,20260728,20260513,2026-05-09,2026-07-28,2026-05-13,Closed,Completed,0,0
3792,RI-757-01,757,Risk,Contractor transition may reduce throughput,Resource,2,2,4,Low,Systems Lead,20260622,20260811,,2026-06-22,2026-08-11,,Open,Not Started,0,0
3793,RI-757-02,757,Risk,Performance margin may not meet the target,Technical,3,3,9,Medium,Security Lead,20260717,20260811,,2026-07-17,2026-08-11,,Monitoring,In Progress,0,0
3794,RI-757-03,757,Risk,Scope clarification may require a budget change — Resilient Controls Analytics,Cost,5,3,15,High,Supplier Manager,20260125,20260303,,2026-01-25,2026-03-03,,Mitigated,Completed,0,0
3795,RI-757-04,757,Risk,Traceability coverage requires remediation — Resilient Controls Analytics,Quality,3,2,6,Medium,Release Manager,20260714,20260811,20260804,2026-07-14,2026-08-11,2026-08-04,Closed,Completed,0,0
3796,RI-757-05,757,Issue,Performance margin may not meet the target — Resilient Controls Analytics,Technical,2,3,6,Medium,Technical Lead,20260805,20260811,,2026-08-05,2026-08-11,,Mitigated,Completed,0,0
3797,RI-758-01,758,Risk,Rework could consume management reserve — Resilient Controls Platform,Cost,4,3,12,High,Finance Partner,20260223,20260512,,2026-02-23,2026-05-12,,Open,Not Started,0,1
3798,RI-758-02,758,Risk,Release window has limited recovery float — Resilient Controls Platform,Schedule,3,2,6,Medium,Data Lead,20260208,20260419,,2026-02-08,2026-04-19,,Mitigated,Completed,0,0
3799,RI-758-03,758,Risk,Supplier lead time threatens the next gate,Schedule,2,2,4,Low,Project Manager,20260811,20260811,,2026-08-11,2026-08-11,,Open,Not Started,0,0
3800,RI-758-04,758,Risk,Pilot readiness depends on unresolved actions,Schedule,3,2,6,Medium,Product Owner,20260317,20260530,,2026-03-17,2026-05-30,,Monitoring,Completed,0,1
3801,RI-758-05,758,Issue,Specialist rate mix is above plan,Cost,4,4,16,High,Quality Lead,20260327,20260619,,2026-03-27,2026-06-19,,Monitoring,In Progress,0,1
3802,RI-758-06,758,Risk,Integration sequence may compress validation — Resilient Controls Platform,Schedule,4,1,4,Low,Finance Partner,20260207,20260403,,2026-02-07,2026-04-03,,Monitoring,In Progress,0,1
3803,RI-759-01,759,Issue,Environment parity is not yet demonstrated,Technical,1,3,3,Low,Release Manager,20260506,20260811,,2026-05-06,2026-08-11,,Open,In Progress,0,0
3804,RI-759-02,759,Issue,Contractor transition may reduce throughput — Resilient Controls Optimization,Resource,2,4,8,Medium,Technical Lead,20251226,20260314,,2025-12-26,2026-03-14,,Open,In Progress,0,1
3805,RI-759-03,759,Risk,Critical skill coverage is below demand — Resilient Controls Optimization,Resource,2,3,6,Medium,Systems Lead,20260723,20260811,,2026-07-23,2026-08-11,,Open,In Progress,0,0
3806,RI-760-01,760,Risk,Pilot readiness depends on unresolved actions — Resilient Controls Integration,Schedule,5,3,15,High,Product Owner,20260726,20260811,20260803,2026-07-26,2026-08-11,2026-08-03,Closed,Completed,0,0
3807,RI-760-02,760,Risk,Interface behavior remains unproven,Technical,1,3,3,Low,Quality Lead,20260806,20260811,,2026-08-06,2026-08-11,,Mitigated,Completed,0,0
3808,RI-760-03,760,Issue,Regression scope may exceed the test window — Resilient Controls Integration,Quality,3,3,9,Medium,Finance Partner,20260704,20260811,,2026-07-04,2026-08-11,,Monitoring,In Progress,0,0
3809,RI-761-01,761,Risk,Customer test access is not yet confirmed,Dependency,3,2,6,Medium,Security Lead,20251113,20260213,,2025-11-13,2026-02-13,,Mitigated,Completed,0,0
3810,RI-761-02,761,Risk,Competing portfolio priority constrains staffing,Resource,4,3,12,High,Supplier Manager,20260616,20260811,,2026-06-16,2026-08-11,,Open,Not Started,0,0
3811,RI-761-03,761,Risk,Performance margin may not meet the target,Technical,5,3,15,High,Release Manager,20251006,20251220,20251122,2025-10-06,2025-12-20,2025-11-22,Closed,Completed,0,0
3812,RI-761-04,761,Issue,External interface decision is blocking delivery — Resilient Controls Transformation,Dependency,4,4,16,High,Technical Lead,20260116,20260519,,2026-01-16,2026-05-19,,Mitigated,Completed,0,0
3813,RI-761-05,761,Risk,Release window has limited recovery float,Schedule,2,4,8,Medium,Systems Lead,20260307,20260502,20260529,2026-03-07,2026-05-02,2026-05-29,Closed,Completed,0,0
3814,RI-761-06,761,Issue,Security approval is on the critical path — Resilient Controls Transformation,Dependency,4,3,12,High,Security Lead,20260102,20260216,20260203,2026-01-02,2026-02-16,2026-02-03,Closed,Completed,0,0
3815,RI-761-07,761,Risk,Review capacity is concentrated in one role,Resource,5,3,15,High,Supplier Manager,20260211,20260415,,2026-02-11,2026-04-15,,Monitoring,Completed,0,1
3816,RI-762-01,762,Risk,Release window has limited recovery float — Resilient Controls Enablement,Schedule,4,1,4,Low,Data Lead,20260728,20260811,,2026-07-28,2026-08-11,,Open,Not Started,0,0
3817,RI-762-02,762,Risk,Vendor component readiness is uncertain — Resilient Controls Enablement,Dependency,4,3,12,High,Project Manager,20260809,20260811,,2026-08-09,2026-08-11,,Mitigated,Completed,0,0
3818,RI-762-03,762,Risk,Prototype result may require architecture rework — Resilient Controls Enablement,Technical,5,3,15,High,Product Owner,20260802,20260811,,2026-08-02,2026-08-11,,Monitoring,In Progress,0,0
3819,RI-762-04,762,Issue,Regression scope may exceed the test window,Quality,2,4,8,Medium,Quality Lead,20260804,20260811,,2026-08-04,2026-08-11,,Monitoring,In Progress,0,0
3820,RI-762-05,762,Risk,Vendor component readiness is uncertain — Resilient Controls Enablement,Dependency,1,3,3,Low,Finance Partner,20260727,20260811,,2026-07-27,2026-08-11,,Open,In Progress,0,0
3821,RI-762-06,762,Risk,Backfill timing creates a capacity gap — Resilient Controls Enablement,Resource,2,2,4,Low,Data Lead,20260808,20260811,,2026-08-08,2026-08-11,,Open,In Progress,0,0
3822,RI-762-07,762,Risk,Prototype result may require architecture rework,Technical,4,2,8,Medium,Project Manager,20260729,20260811,,2026-07-29,2026-08-11,,Monitoring,In Progress,0,0
3823,RI-763-01,763,Issue,Technical debt may complicate integration,Technical,4,3,12,High,Technical Lead,20260713,20260811,,2026-07-13,2026-08-11,,Monitoring,In Progress,0,0
3824,RI-763-02,763,Issue,Test environment availability may move the baseline,Schedule,3,3,9,Medium,Systems Lead,20260523,20260805,,2026-05-23,2026-08-05,,Monitoring,Completed,0,1
3825,RI-763-03,763,Risk,Defect closure rate may miss the exit criterion,Quality,2,4,8,Medium,Security Lead,20251215,20260309,20260130,2025-12-15,2026-03-09,2026-01-30,Closed,Completed,0,0
3826,RI-764-01,764,Risk,Review capacity is concentrated in one role — Resilient Controls Orchestration,Resource,4,2,8,Medium,Quality Lead,20260809,20260811,20260810,2026-08-09,2026-08-11,2026-08-10,Closed,Completed,0,0
3827,RI-764-02,764,Issue,External interface decision is blocking delivery — Resilient Controls Orchestration,Dependency,2,4,8,Medium,Finance Partner,20260809,20260811,,2026-08-09,2026-08-11,,Open,In Progress,0,0
3828,RI-764-03,764,Risk,Vendor component readiness is uncertain,Dependency,2,3,6,Medium,Data Lead,20260504,20260717,,2026-05-04,2026-07-17,,Open,Not Started,0,1
3829,RI-764-04,764,Risk,Traceability coverage requires remediation — Resilient Controls Orchestration,Quality,3,4,12,High,Project Manager,20260619,20260811,,2026-06-19,2026-08-11,,Open,Not Started,0,0
3830,RI-764-05,764,Risk,Legacy data quality could require redesign,Technical,1,4,4,Low,Product Owner,20260604,20260811,,2026-06-04,2026-08-11,,Open,In Progress,0,0
3831,RI-764-06,764,Issue,Shared engineer availability may delay delivery,Resource,1,4,4,Low,Quality Lead,20260427,20260703,20260727,2026-04-27,2026-07-03,2026-07-27,Closed,Not Required,0,0
3832,RI-764-07,764,Risk,Supplier lead time threatens the next gate,Schedule,3,3,9,Medium,Finance Partner,20260622,20260811,,2026-06-22,2026-08-11,,Monitoring,In Progress,0,0
3833,RI-765-01,765,Risk,Test environment availability may move the baseline,Schedule,3,1,3,Low,Supplier Manager,20260424,20260717,,2026-04-24,2026-07-17,,Monitoring,In Progress,0,1
3834,RI-765-02,765,Risk,Legacy data quality could require redesign — Resilient Controls Intelligence,Technical,2,2,4,Low,Release Manager,20260620,20260811,,2026-06-20,2026-08-11,,Open,In Progress,0,0
3835,RI-765-03,765,Issue,Performance margin may not meet the target — Resilient Controls Intelligence,Technical,2,4,8,Medium,Technical Lead,20260411,20260723,,2026-04-11,2026-07-23,,Mitigated,Completed,0,0
3836,RI-765-04,765,Risk,Competing portfolio priority constrains staffing — Resilient Controls Intelligence,Resource,3,2,6,Medium,Systems Lead,20260801,20260811,,2026-08-01,2026-08-11,,Open,Not Started,0,0
3837,RI-765-05,765,Risk,Prototype result may require architecture rework,Technical,5,2,10,Medium,Security Lead,20260715,20260811,20260725,2026-07-15,2026-08-11,2026-07-25,Closed,Completed,0,0
3838,RI-765-06,765,Risk,Scope clarification may require a budget change — Resilient Controls Intelligence,Cost,4,3,12,High,Supplier Manager,20260509,20260628,,2026-05-09,2026-06-28,,Open,Not Started,0,1
3839,RI-765-07,765,Issue,Specialist rate mix is above plan — Resilient Controls Intelligence,Cost,5,5,25,Critical,Release Manager,20260415,20260716,,2026-04-15,2026-07-16,,Open,Not Started,1,1
3840,RI-766-01,766,Issue,Backfill timing creates a capacity gap,Resource,4,2,8,Medium,Project Manager,20260305,20260711,,2026-03-05,2026-07-11,,Mitigated,Completed,0,0
3841,RI-766-02,766,Risk,Security approval is on the critical path — Resilient Telemetry Modernization,Dependency,3,4,12,High,Product Owner,20260129,20260513,,2026-01-29,2026-05-13,,Mitigated,Completed,0,0
3842,RI-766-03,766,Risk,Committed spend limits recovery options,Cost,2,3,6,Medium,Quality Lead,20260530,20260811,,2026-05-30,2026-08-11,,Open,Not Started,0,0
3843,RI-766-04,766,Risk,Platform release timing may create a mismatch,Dependency,2,3,6,Medium,Finance Partner,20260427,20260606,,2026-04-27,2026-06-06,,Mitigated,Completed,0,0
3844,RI-767-01,767,Risk,Environment parity is not yet demonstrated — Resilient Telemetry Analytics,Technical,4,3,12,High,Systems Lead,20260206,20260513,,2026-02-06,2026-05-13,,Mitigated,Completed,0,0
3845,RI-767-02,767,Risk,Technical debt may complicate integration,Technical,1,3,3,Low,Security Lead,20260622,20260727,,2026-06-22,2026-07-27,,Mitigated,Completed,0,0
3846,RI-767-03,767,Issue,Prototype result may require architecture rework,Technical,4,3,12,High,Supplier Manager,20260214,20260714,20260520,2026-02-14,2026-07-14,2026-05-20,Closed,Completed,0,0
3847,RI-767-04,767,Risk,Review capacity is concentrated in one role — Resilient Telemetry Analytics,Resource,4,1,4,Low,Release Manager,20260725,20260811,,2026-07-25,2026-08-11,,Monitoring,In Progress,0,0
3848,RI-767-05,767,Risk,External interface decision is blocking delivery,Dependency,4,3,12,High,Technical Lead,20260110,20260227,20260118,2026-01-10,2026-02-27,2026-01-18,Closed,Not Required,0,0
3849,RI-768-01,768,Risk,Critical skill coverage is below demand,Resource,4,3,12,High,Finance Partner,20260415,20260719,20260730,2026-04-15,2026-07-19,2026-07-30,Closed,Completed,0,0
3850,RI-768-02,768,Issue,Scope clarification may require a budget change — Resilient Telemetry Platform,Cost,5,5,25,Critical,Data Lead,20260626,20260811,,2026-06-26,2026-08-11,,Monitoring,In Progress,1,0
3851,RI-768-03,768,Risk,Technical debt may complicate integration — Resilient Telemetry Platform,Technical,2,4,8,Medium,Project Manager,20260117,20260325,,2026-01-17,2026-03-25,,Mitigated,Completed,0,0
3852,RI-768-04,768,Issue,Prototype result may require architecture rework,Technical,2,4,8,Medium,Product Owner,20260702,20260811,20260706,2026-07-02,2026-08-11,2026-07-06,Closed,Completed,0,0
3853,RI-768-05,768,Issue,Specialist rate mix is above plan — Resilient Telemetry Platform,Cost,3,4,12,High,Quality Lead,20260212,20260506,,2026-02-12,2026-05-06,,Mitigated,Completed,0,0
3854,RI-768-06,768,Risk,Customer test access is not yet confirmed,Dependency,3,4,12,High,Finance Partner,20260708,20260811,,2026-07-08,2026-08-11,,Open,Not Started,0,0
3855,RI-769-01,769,Risk,Upstream data contract remains unresolved — Resilient Telemetry Optimization,Dependency,1,3,3,Low,Release Manager,20260304,20260506,20260504,2026-03-04,2026-05-06,2026-05-04,Closed,Completed,0,0
3856,RI-769-02,769,Issue,Late design decision may affect downstream work,Schedule,4,1,4,Low,Technical Lead,20260312,20260604,,2026-03-12,2026-06-04,,Mitigated,Completed,0,0
3857,RI-769-03,769,Risk,Review capacity is concentrated in one role,Resource,2,1,2,Low,Systems Lead,20260605,20260807,,2026-06-05,2026-08-07,,Mitigated,Completed,0,0
3858,RI-769-04,769,Risk,Customer test access is not yet confirmed — Resilient Telemetry Optimization,Dependency,4,1,4,Low,Security Lead,20260808,20260811,,2026-08-08,2026-08-11,,Monitoring,In Progress,0,0
3859,RI-770-01,770,Risk,Scope clarification may require a budget change — Resilient Telemetry Integration,Cost,3,1,3,Low,Product Owner,20260528,20260811,,2026-05-28,2026-08-11,,Open,In Progress,0,0
3860,RI-770-02,770,Risk,Supplier lead time threatens the next gate — Resilient Telemetry Integration,Schedule,2,2,4,Low,Quality Lead,20260614,20260811,,2026-06-14,2026-08-11,,Monitoring,In Progress,0,0
3861,RI-770-03,770,Issue,Security approval is on the critical path — Resilient Telemetry Integration,Dependency,4,4,16,High,Finance Partner,20260630,20260811,,2026-06-30,2026-08-11,,Monitoring,In Progress,0,0
3862,RI-770-04,770,Risk,Release window has limited recovery float — Resilient Telemetry Integration,Schedule,4,2,8,Medium,Data Lead,20260327,20260626,20260623,2026-03-27,2026-06-26,2026-06-23,Closed,Completed,0,0
3863,RI-771-01,771,Risk,Competing portfolio priority constrains staffing — Resilient Telemetry Transformation,Resource,4,3,12,High,Security Lead,20260630,20260811,,2026-06-30,2026-08-11,,Monitoring,In Progress,0,0
3864,RI-771-02,771,Risk,Committed spend limits recovery options — Resilient Telemetry Transformation,Cost,2,4,8,Medium,Supplier Manager,20260607,20260809,,2026-06-07,2026-08-09,,Open,In Progress,0,1
3865,RI-771-03,771,Issue,Vendor component readiness is uncertain — Resilient Telemetry Transformation,Dependency,5,4,20,Critical,Release Manager,20260718,20260811,,2026-07-18,2026-08-11,,Open,Not Started,1,0
3866,RI-771-04,771,Risk,Test environment availability may move the baseline,Schedule,4,3,12,High,Technical Lead,20260703,20260811,,2026-07-03,2026-08-11,,Open,Not Started,0,0
3867,RI-771-05,771,Risk,Interface behavior remains unproven,Technical,1,2,2,Low,Systems Lead,20260401,20260715,20260515,2026-04-01,2026-07-15,2026-05-15,Closed,Completed,0,0
3868,RI-771-06,771,Risk,Committed spend limits recovery options,Cost,5,3,15,High,Security Lead,20260628,20260811,,2026-06-28,2026-08-11,,Monitoring,In Progress,0,0
3869,RI-772-01,772,Issue,Defect closure rate may miss the exit criterion — Resilient Telemetry Enablement,Quality,3,2,6,Medium,Data Lead,20260212,20260515,20260218,2026-02-12,2026-05-15,2026-02-18,Closed,Completed,0,0
3870,RI-772-02,772,Issue,Specialist rate mix is above plan,Cost,1,4,4,Low,Project Manager,20260802,20260811,,2026-08-02,2026-08-11,,Open,Not Started,0,0
3871,RI-772-03,772,Risk,Release window has limited recovery float — Resilient Telemetry Enablement,Schedule,3,3,9,Medium,Product Owner,20260129,20260605,,2026-01-29,2026-06-05,,Mitigated,Completed,0,0
3872,RI-772-04,772,Risk,External interface decision is blocking delivery,Dependency,4,2,8,Medium,Quality Lead,20260402,20260703,,2026-04-02,2026-07-03,,Mitigated,Completed,0,0
3873,RI-772-05,772,Issue,Pilot readiness depends on unresolved actions — Resilient Telemetry Enablement,Schedule,3,4,12,High,Finance Partner,20260103,20260305,,2026-01-03,2026-03-05,,Mitigated,Completed,0,0
3874,RI-772-06,772,Risk,Contractor transition may reduce throughput — Resilient Telemetry Enablement,Resource,5,2,10,Medium,Data Lead,20260621,20260804,20260708,2026-06-21,2026-08-04,2026-07-08,Closed,Completed,0,0
3875,RI-772-07,772,Issue,Test environment availability may move the baseline — Resilient Telemetry Enablement,Schedule,4,3,12,High,Project Manager,20260323,20260606,20260625,2026-03-23,2026-06-06,2026-06-25,Closed,Completed,0,0
3876,RI-773-01,773,Risk,Regression scope may exceed the test window,Quality,3,3,9,Medium,Technical Lead,20260327,20260618,,2026-03-27,2026-06-18,,Monitoring,In Progress,0,1
3877,RI-773-02,773,Risk,Review capacity is concentrated in one role,Resource,1,2,2,Low,Systems Lead,20260515,20260711,20260628,2026-05-15,2026-07-11,2026-06-28,Closed,Completed,0,0
3878,RI-773-03,773,Risk,Critical skill coverage is below demand — Resilient Telemetry Acceleration,Resource,3,2,6,Medium,Security Lead,20251122,20260326,20251225,2025-11-22,2026-03-26,2025-12-25,Closed,Completed,0,0
3879,RI-773-04,773,Risk,Backfill timing creates a capacity gap,Resource,4,4,16,High,Supplier Manager,20260124,20260327,,2026-01-24,2026-03-27,,Mitigated,Completed,0,0
3880,RI-774-01,774,Risk,Release window has limited recovery float — Resilient Telemetry Orchestration,Schedule,3,2,6,Medium,Quality Lead,20260311,20260611,20260501,2026-03-11,2026-06-11,2026-05-01,Closed,Completed,0,0
3881,RI-774-02,774,Risk,External interface decision is blocking delivery,Dependency,2,3,6,Medium,Finance Partner,20260206,20260602,,2026-02-06,2026-06-02,,Mitigated,Completed,0,0
3882,RI-774-03,774,Risk,Release window has limited recovery float — Resilient Telemetry Orchestration,Schedule,4,4,16,High,Data Lead,20260721,20260811,,2026-07-21,2026-08-11,,Open,In Progress,0,0
3883,RI-775-01,775,Risk,Vendor component readiness is uncertain,Dependency,5,2,10,Medium,Supplier Manager,20260711,20260811,,2026-07-11,2026-08-11,,Mitigated,Completed,0,0
3884,RI-775-02,775,Risk,Review capacity is concentrated in one role,Resource,1,4,4,Low,Release Manager,20260608,20260811,,2026-06-08,2026-08-11,,Mitigated,Completed,0,0
3885,RI-775-03,775,Risk,Performance margin may not meet the target,Technical,4,2,8,Medium,Technical Lead,20260514,20260715,,2026-05-14,2026-07-15,,Mitigated,Completed,0,0
3886,RI-775-04,775,Risk,Platform release timing may create a mismatch,Dependency,4,1,4,Low,Systems Lead,20260421,20260713,,2026-04-21,2026-07-13,,Open,In Progress,0,1
3887,RI-775-05,775,Risk,Contractor transition may reduce throughput,Resource,4,3,12,High,Security Lead,20260621,20260811,,2026-06-21,2026-08-11,,Monitoring,In Progress,0,0
3888,RI-775-06,775,Issue,Committed spend limits recovery options,Cost,2,3,6,Medium,Supplier Manager,20260408,20260608,20260503,2026-04-08,2026-06-08,2026-05-03,Closed,Completed,0,0
3889,RI-776-01,776,Risk,Critical skill coverage is below demand,Resource,3,2,6,Medium,Project Manager,20260509,20260811,,2026-05-09,2026-08-11,,Open,Not Started,0,0
3890,RI-776-02,776,Risk,Competing portfolio priority constrains staffing — Resilient Workflow Modernization,Resource,3,4,12,High,Product Owner,20260623,20260809,20260719,2026-06-23,2026-08-09,2026-07-19,Closed,Completed,0,0
3891,RI-776-03,776,Risk,Performance margin may not meet the target,Technical,4,5,20,Critical,Quality Lead,20260407,20260721,20260725,2026-04-07,2026-07-21,2026-07-25,Closed,Completed,0,0
3892,RI-777-01,777,Risk,Performance margin may not meet the target,Technical,4,3,12,High,Systems Lead,20260317,20260524,20260621,2026-03-17,2026-05-24,2026-06-21,Closed,Not Required,0,0
3893,RI-777-02,777,Issue,Material quotation may exceed the estimate — Resilient Workflow Analytics,Cost,3,4,12,High,Security Lead,20260801,20260811,,2026-08-01,2026-08-11,,Monitoring,Completed,0,0
3894,RI-777-03,777,Risk,Environment parity is not yet demonstrated,Technical,3,1,3,Low,Supplier Manager,20260731,20260811,,2026-07-31,2026-08-11,,Open,Not Started,0,0
3895,RI-777-04,777,Risk,Interface behavior remains unproven,Technical,4,2,8,Medium,Release Manager,20260724,20260811,,2026-07-24,2026-08-11,,Mitigated,Completed,0,0
3896,RI-778-01,778,Risk,Scope clarification may require a budget change — Resilient Workflow Platform,Cost,4,2,8,Medium,Finance Partner,20260706,20260811,,2026-07-06,2026-08-11,,Monitoring,In Progress,0,0
3897,RI-778-02,778,Issue,Shared engineer availability may delay delivery,Resource,2,4,8,Medium,Data Lead,20260111,20260222,,2026-01-11,2026-02-22,,Open,Not Started,0,1
3898,RI-778-03,778,Risk,Platform release timing may create a mismatch — Resilient Workflow Platform,Dependency,4,4,16,High,Project Manager,20260204,20260706,20260524,2026-02-04,2026-07-06,2026-05-24,Closed,Not Required,0,0
3899,RI-778-04,778,Issue,Cloud run cost is trending above the baseline,Cost,4,4,16,High,Product Owner,20260523,20260811,,2026-05-23,2026-08-11,,Monitoring,In Progress,0,0
3900,RI-778-05,778,Issue,Field issue recurrence needs containment,Quality,2,3,6,Medium,Quality Lead,20260324,20260610,,2026-03-24,2026-06-10,,Mitigated,Completed,0,0
3901,RI-778-06,778,Risk,Scope clarification may require a budget change,Cost,4,2,8,Medium,Finance Partner,20260203,20260328,,2026-02-03,2026-03-28,,Mitigated,Completed,0,0
3902,RI-779-01,779,Risk,Backfill timing creates a capacity gap — Resilient Workflow Optimization,Resource,4,3,12,High,Release Manager,20260424,20260811,,2026-04-24,2026-08-11,,Monitoring,In Progress,0,0
3903,RI-779-02,779,Risk,Test environment availability may move the baseline — Resilient Workflow Optimization,Schedule,3,2,6,Medium,Technical Lead,20260528,20260804,20260617,2026-05-28,2026-08-04,2026-06-17,Closed,Completed,0,0
3904,RI-779-03,779,Issue,Upstream data contract remains unresolved — Resilient Workflow Optimization,Dependency,4,3,12,High,Systems Lead,20260804,20260811,,2026-08-04,2026-08-11,,Open,Not Started,0,0
3905,RI-779-04,779,Issue,Backfill timing creates a capacity gap,Resource,5,3,15,High,Security Lead,20260423,20260708,,2026-04-23,2026-07-08,,Open,Not Started,0,1
3906,RI-779-05,779,Risk,Defect closure rate may miss the exit criterion,Quality,3,3,9,Medium,Supplier Manager,20260805,20260811,,2026-08-05,2026-08-11,,Monitoring,Completed,0,0
